Age,EdLevel,Gender,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed,codingLge,frontSkills,backFrame,db,deploy,tool,targetTask
<35,Undergraduate,Man,Dev,4,2,11300.0,9,1,1,1,1,1,0,0,0
>35,Master,Man,Dev,48,43,131921.0,5,0,1,0,0,1,0,1,0
<35,Other,Man,Dev,14,10,160000.0,8,0,1,0,1,0,1,1,0
<35,Undergraduate,Man,Dev,15,15,110000.0,7,0,1,1,1,1,1,0,0
<35,Other,Woman,Dev,5,1,22615.0,4,0,1,1,0,0,0,0,0
>35,Undergraduate,Man,Dev,20,8,140000.0,7,0,1,1,1,1,0,0,0
<35,Undergraduate,Man,Dev,13,9,95000.0,2,0,1,0,0,1,0,0,0
>35,Undergraduate,Man,Dev,16,15,83093.0,7,0,1,1,0,1,1,1,1
<35,Other,Man,Dev,4,0,6900.0,13,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,9,9,115000.0,5,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,17,8,165000.0,21,1,1,1,1,1,1,1,0
>35,NoHigherEd,Man,NotDev,45,40,100511.0,17,0,1,1,0,1,1,0,0
>35,Master,Man,Dev,22,16,36000.0,16,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,7,7,23232.0,17,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,37,34,101509.0,7,0,1,0,0,1,1,1,0
>35,Master,Man,NotDev,26,22,57288.0,23,1,1,0,1,1,1,1,0
>35,PhD,Man,Dev,5,5,76783.0,7,0,1,0,0,1,1,0,0
<35,NoHigherEd,Woman,Dev,14,6,20784.0,29,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,5,70385.0,20,1,1,1,1,1,1,1,0
<35,Master,NonBinary,Dev,24,12,175895.0,15,1,1,0,1,1,1,1,1
>35,Undergraduate,Man,Dev,26,18,172750.0,8,0,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,22,19,67409.0,10,0,1,1,1,1,1,0,0
<35,Master,Man,Dev,21,10,145000.0,13,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,9,100000.0,8,0,1,1,1,0,0,1,1
>35,Other,Man,Dev,20,14,63986.0,11,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,7,4,13692.0,24,1,1,1,1,1,1,1,0
>35,Master,Woman,Dev,32,28,150000.0,3,0,1,0,0,1,1,0,0
<35,PhD,Man,NotDev,5,3,42657.0,6,0,1,0,0,0,1,1,1
>35,Undergraduate,Man,Dev,15,10,67.0,7,0,1,0,1,1,1,0,0
>35,Undergraduate,Man,Dev,20,15,100000.0,21,1,1,1,1,1,0,1,1
>35,Master,Man,Dev,8,4,100000.0,18,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,14,14,155000.0,9,0,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,7,4,17448.0,13,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,20,9,69318.0,2,0,1,0,0,0,0,0,0
<35,Master,Man,Dev,18,5,74651.0,16,0,1,1,1,1,1,1,0
<35,NoHigherEd,Man,NotDev,5,1,102372.0,12,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,21,16,74844.0,34,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,35,14,140000.0,9,0,1,1,1,1,0,1,0
>35,Master,Man,Dev,32,22,66119.0,12,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,30,30,200000.0,8,1,1,1,1,1,1,0,0
>35,Undergraduate,Man,NotDev,2,0,30153.0,6,0,1,0,0,1,1,0,1
>35,Other,Man,Dev,37,5,53322.0,21,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,6,3,20784.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,17,12,106644.0,14,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,30,24,41568.0,7,0,1,1,0,1,1,0,1
<35,Undergraduate,Man,Dev,15,6,18056.0,18,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,2,0,33276.0,3,0,1,0,0,0,1,0,0
>35,Undergraduate,Man,Dev,25,22,197000.0,15,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,14,6,187402.0,4,0,1,0,0,0,1,0,0
>35,Undergraduate,Man,Dev,32,8,8400.0,10,1,1,1,1,1,1,1,0
<35,Master,NonBinary,Dev,8,5,62052.0,50,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,14,6,105000.0,12,1,1,1,0,1,0,1,1
<35,Undergraduate,Man,Dev,6,4,107000.0,27,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,8,60894.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,17,10,200000.0,22,0,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,12,10,10464.0,6,0,1,1,0,1,0,0,0
<35,Undergraduate,Man,Dev,11,3,76000.0,14,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,22,11,105000.0,8,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,3,2,56538.0,12,1,1,1,1,1,1,1,0
>35,NoHigherEd,Man,Dev,42,35,70212.0,8,0,1,0,1,1,1,0,0
<35,Master,Man,Dev,17,14,25596.0,12,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,10,4,51960.0,19,0,1,1,1,1,1,0,0
<35,Master,Man,Dev,16,8,63986.0,1,0,1,0,0,0,0,0,0
<35,Master,Man,Dev,6,0,85308.0,15,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,2,0,50000.0,9,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,14,8,33720.0,7,1,1,0,0,1,0,1,0
<35,Undergraduate,Man,Dev,10,6,100000.0,13,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,22,20,127968.0,14,1,1,1,1,1,1,1,1
<35,Master,Man,Dev,15,6,14484.0,5,1,1,0,0,1,0,1,0
>35,Undergraduate,Man,Dev,17,10,102290.0,13,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,7,2,130000.0,4,0,1,0,0,0,0,0,0
>35,Undergraduate,Man,Dev,35,35,150000.0,13,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,8,6,185000.0,20,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,6,20,220000.0,16,0,1,0,1,1,1,1,0
>35,Undergraduate,Man,Dev,11,8,95000.0,13,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,5,53322.0,6,0,1,1,0,1,1,0,0
<35,Master,Man,Dev,11,4,74651.0,5,0,1,0,0,1,1,0,0
>35,Undergraduate,Man,NotDev,40,35,153564.0,27,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,4,3,2493.0,20,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,40,40,200000.0,17,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,10,7,29160.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,17,9,24600.0,15,1,1,1,1,1,1,0,0
>35,Other,Man,Dev,40,30,113075.0,27,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,9,2,9710.0,6,0,1,0,0,1,0,0,0
<35,Master,Man,Dev,9,7,200000.0,7,0,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,27,25,68277.0,12,1,1,1,1,1,0,0,1
<35,Undergraduate,Man,Dev,12,8,24505.0,14,1,1,0,1,1,1,1,0
>35,Other,Man,Dev,35,26,20196.0,3,0,1,0,1,1,0,0,0
<35,Master,Man,Dev,6,5,29916.0,27,1,1,1,1,1,1,1,1
<35,Master,Man,Dev,14,11,86587.0,9,1,1,0,0,1,1,1,0
<35,Other,Man,Dev,17,15,195000.0,27,1,1,0,0,1,1,1,0
<35,Undergraduate,Man,Dev,8,3,75000.0,23,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,18,9,55455.0,5,0,1,0,0,1,1,0,0
>35,Undergraduate,Man,Dev,23,19,36132.0,6,0,1,1,0,1,1,0,1
<35,NoHigherEd,Man,Dev,5,2,46390.0,21,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,3,44663.0,10,0,1,1,1,0,1,0,1
<35,Master,Man,Dev,20,9,84000.0,14,1,1,1,1,1,1,0,0
<35,Master,Man,Dev,15,8,43512.0,19,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,23,14,115000.0,12,1,1,1,1,1,0,1,0
>35,Undergraduate,Man,Dev,25,17,110000.0,13,1,1,1,1,1,1,1,0
<35,Undergraduate,NonBinary,Dev,2,2,103700.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,4,46428.0,7,0,1,0,0,1,1,0,0
>35,Undergraduate,Man,Dev,37,33,80000.0,5,0,1,1,0,1,1,0,0
<35,Master,Man,Dev,16,8,3123.0,24,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,2,0,9036.0,7,0,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,7,1,37788.0,34,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,20,15,41556.0,5,0,1,0,0,0,1,1,0
>35,Master,Man,Dev,20,15,44796.0,11,1,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,10,3,61826.0,17,1,1,1,1,0,1,1,0
>35,Master,Man,Dev,33,30,19944.0,3,0,1,0,0,1,0,0,1
<35,Undergraduate,Man,Dev,12,9,124935.0,21,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,8,48371.0,25,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,15,11,179352.0,8,0,1,0,0,0,1,1,0
<35,NoHigherEd,Man,Dev,4,3,14436.0,18,1,1,1,0,1,1,1,0
>35,Undergraduate,Man,Dev,25,24,150000.0,21,1,1,1,0,1,1,1,0
>35,Undergraduate,Man,Dev,9,8,90182.0,7,0,1,0,0,1,1,1,0
<35,NoHigherEd,Man,Dev,5,2,46752.0,8,0,1,0,0,1,1,1,0
>35,Master,Man,Dev,22,15,160000.0,14,1,1,1,1,1,0,1,1
<35,Undergraduate,Man,Dev,15,7,127972.0,17,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,45,43,139900.0,13,0,1,1,0,0,1,1,0
<35,Undergraduate,Man,Dev,9,9,190000.0,18,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,27,20,69318.0,19,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,4,28152.0,10,1,1,1,1,1,1,1,0
<35,PhD,Man,NotDev,17,2,41556.0,3,0,1,0,0,1,1,0,0
>35,Undergraduate,Man,Dev,20,16,150000.0,21,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,3,11964.0,13,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,20,14,21329.0,20,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,9,4,66372.0,13,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,5,3,87000.0,11,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,NotDev,8,5,40956.0,23,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,15,10,110000.0,21,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,15,9,220000.0,27,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,NotDev,4,2,115000.0,9,1,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,8,47544.0,35,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,9,7,135000.0,1,0,1,0,0,0,0,0,0
<35,Undergraduate,Woman,Dev,9,5,125000.0,13,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,20,11,205000.0,24,1,1,1,1,1,1,1,0
<35,Undergraduate,NonBinary,Dev,9,1,60125.0,3,0,1,0,0,0,0,1,0
>35,Other,Man,Dev,22,17,165000.0,14,0,1,0,0,1,1,1,0
>35,PhD,Man,Dev,27,23,66372.0,11,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,10,6,100511.0,13,0,1,1,0,1,1,1,0
<35,Master,Man,Dev,10,5,45720.0,3,0,0,0,0,0,1,0,1
>35,Undergraduate,Man,Dev,25,11,81988.0,12,1,1,1,1,0,1,1,0
<35,Master,Man,Dev,12,6,200000.0,10,1,1,0,0,1,1,1,0
<35,Master,Man,Dev,17,7,29016.0,5,0,1,1,0,0,0,1,0
>35,Other,Man,Dev,25,25,152000.0,15,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,17,12,34692.0,12,1,1,1,0,1,1,1,0
>35,Master,Man,Dev,29,23,76788.0,10,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,16,4,86040.0,15,1,1,1,1,1,1,1,0
>35,PhD,NonBinary,NotDev,20,15,31992.0,8,0,1,0,0,1,1,1,0
<35,Undergraduate,Man,Dev,7,4,3120.0,11,1,1,1,1,1,0,1,0
>35,Other,Woman,Dev,22,22,33324.0,3,0,1,0,0,1,1,0,0
>35,Undergraduate,Man,Dev,12,10,100495.0,11,0,1,1,1,1,1,1,0
>35,Master,Man,Dev,24,14,200000.0,7,0,1,0,1,1,1,0,0
<35,Undergraduate,Man,Dev,8,4,24084.0,18,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,9,6,115000.0,7,1,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,4,1,5988.0,12,1,1,1,1,1,0,1,1
>35,Undergraduate,Man,Dev,24,17,75384.0,24,1,1,1,1,1,1,1,0
>35,Other,Man,NotDev,20,20,200000.0,30,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,35,15,100000.0,18,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,26,22,27756.0,23,1,1,1,0,1,1,1,1
>35,Undergraduate,Man,Dev,20,14,165000.0,18,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,6,5,3595.0,19,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,16,4,86040.0,12,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,2,2,37325.0,15,0,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,17,4,115000.0,13,0,1,1,0,1,1,1,0
>35,Other,Man,Dev,7,6,100000.0,10,0,1,1,1,1,1,1,0
>35,Undergraduate,Man,NotDev,30,18,105000.0,7,0,1,0,0,1,1,0,1
<35,Master,Man,NotDev,14,10,160000.0,16,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,1,16740.0,2,0,1,0,0,0,0,0,0
>35,Undergraduate,Man,Dev,7,5,85315.0,13,0,1,0,1,1,1,1,1
<35,Undergraduate,Man,Dev,17,12,108400.0,6,0,1,0,1,1,1,1,0
<35,Undergraduate,Man,NotDev,13,2,74000.0,11,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,12,7,22800.0,18,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,7,4,8544.0,7,0,1,1,0,1,1,1,0
>35,Undergraduate,Man,Dev,44,12,108000.0,10,1,1,1,1,0,1,1,0
<35,Master,Man,Dev,14,9,85315.0,21,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,11,7,85000.0,15,1,1,1,1,1,1,1,0
>35,NoHigherEd,Man,Dev,20,20,93701.0,12,1,1,1,0,1,1,0,0
<35,Undergraduate,Man,Dev,11,7,10236.0,13,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,1,60000.0,12,0,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,17,15,48000.0,38,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,12,7,13404.0,13,1,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,6,3,70000.0,23,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,7,5,76788.0,26,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,13,1,117000.0,6,1,1,0,0,0,0,1,0
>35,Undergraduate,Man,Dev,38,24,75400.0,22,1,1,1,1,1,1,1,0
<35,Master,Man,NotDev,8,4,58654.0,14,1,1,1,1,1,1,0,1
<35,Master,Man,Dev,13,9,120000.0,16,1,1,1,0,1,1,1,0
<35,Other,Man,Dev,6,2,100000.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,NonBinary,NotDev,10,5,18744.0,1,0,1,0,0,0,0,0,0
<35,Master,Man,Dev,12,6,51192.0,8,1,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,9,7,21408.0,8,0,1,1,1,0,1,1,0
<35,Undergraduate,Man,Dev,6,2,16632.0,13,1,1,1,1,1,1,1,0
>35,Other,NonBinary,NotDev,28,25,200000.0,13,0,1,1,0,1,1,0,0
>35,PhD,Man,Dev,14,14,46250.0,10,0,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,4,2,55000.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,0,33276.0,15,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,19,18,92000.0,19,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,20,15,110000.0,17,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,13,4,54040.0,10,1,1,0,1,0,1,1,1
<35,Master,Man,Dev,8,3,68100.0,15,1,1,1,1,1,1,0,0
<35,PhD,Man,NotDev,27,10,85315.0,2,0,1,0,0,1,0,0,0
>35,Master,Man,Dev,25,10,48000.0,5,0,1,0,0,0,1,1,0
<35,Other,Man,Dev,5,5,208000.0,27,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,15,11,140000.0,33,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,2,0,37440.0,13,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,24,14,82284.0,8,1,1,1,1,0,1,1,0
>35,Master,Man,Dev,17,15,115176.0,14,0,1,1,1,1,1,1,0
<35,Master,Man,NotDev,20,7,117308.0,21,0,1,1,1,1,1,0,0
>35,Master,Man,Dev,8,6,51192.0,10,0,1,1,1,1,1,1,0
>35,Master,Man,Dev,15,10,67186.0,19,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,7,3,39937.0,25,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,28,19,77896.0,11,0,1,1,0,1,1,0,1
<35,NoHigherEd,Man,Dev,7,5,10104.0,13,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,7,1,40833.0,17,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,12,0,37325.0,7,0,1,0,0,0,0,0,0
>35,Other,Man,Dev,25,22,65000.0,13,1,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,5,0,85000.0,22,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,6,145000.0,18,1,1,1,0,1,1,1,0
>35,PhD,Man,Dev,20,10,203019.0,9,0,1,0,0,0,1,1,1
>35,Master,Man,Dev,20,15,106644.0,7,0,1,1,0,0,0,1,1
<35,Other,Man,NotDev,10,2,124935.0,11,1,1,0,0,1,1,1,0
<35,Other,Man,Dev,10,10,93701.0,7,0,1,1,1,1,1,0,0
>35,PhD,Man,Dev,30,16,51960.0,13,0,1,0,0,1,1,1,0
<35,Undergraduate,Man,Dev,15,10,150000.0,7,0,1,1,0,1,0,0,0
<35,Undergraduate,Man,Dev,4,4,35179.0,24,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,37,22,82964.0,2,0,1,0,0,0,0,0,0
<35,Undergraduate,Woman,Dev,3,2,67000.0,6,1,1,1,1,1,0,0,0
>35,Undergraduate,Man,Dev,20,13,48624.0,9,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,3,101509.0,16,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,20,20,147000.0,11,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,9,7,1290.0,8,0,1,1,1,1,1,0,0
>35,Other,Man,Dev,22,22,72000.0,14,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,15,10,82116.0,24,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,2,180000.0,16,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,12,7,63694.0,5,0,1,1,0,1,0,0,0
>35,NoHigherEd,Man,Dev,20,18,15048.0,18,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,13,11,198564.0,18,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,16,10,145000.0,14,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,7,3,47990.0,21,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,22,15,150000.0,11,1,1,0,1,1,1,1,0
<35,Master,Man,Dev,4,1,12468.0,13,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,5,5,150000.0,11,1,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,4,130000.0,11,0,1,0,1,1,1,0,0
<35,Undergraduate,Woman,Dev,7,5,135000.0,22,1,1,0,1,1,1,1,0
<35,NoHigherEd,Man,Dev,23,15,10400.0,32,1,1,1,1,1,1,1,1
<35,Other,Man,Dev,5,3,9600.0,14,1,1,1,1,1,1,0,0
>35,PhD,Man,Dev,30,15,87156.0,8,1,1,1,1,1,0,1,0
>35,PhD,Man,Dev,40,35,170000.0,6,0,1,0,0,1,0,0,1
<35,Undergraduate,Man,Dev,13,2,9286.0,13,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,15,9,5000.0,30,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,12,12,16200.0,14,0,1,1,1,1,1,0,1
<35,Master,Man,Dev,15,9,63984.0,6,0,1,0,0,0,1,0,1
<35,Undergraduate,Man,Dev,10,8,39247.0,16,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,1,92000.0,15,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,40,32,95979.0,5,0,1,1,0,1,0,0,1
<35,Undergraduate,Man,Dev,22,13,200000.0,21,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,16,10,76783.0,12,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,19,12,92000.0,7,0,1,1,0,1,1,0,0
<35,Master,Man,Dev,17,9,176000.0,16,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,2,480.0,19,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,5,14,157836.0,10,0,1,0,0,1,1,0,0
<35,PhD,Man,Dev,15,10,180000.0,6,0,1,0,0,1,1,1,0
<35,Undergraduate,Man,Dev,8,0,68890.0,4,0,1,0,1,0,0,0,0
<35,Undergraduate,Man,NotDev,15,11,75384.0,19,1,1,1,0,1,1,1,0
>35,Other,Man,NotDev,20,15,47796.0,3,0,1,0,0,0,1,0,0
>35,NoHigherEd,Man,Dev,43,34,150000.0,12,1,1,1,0,1,1,0,1
<35,Other,Man,Dev,10,7,23436.0,3,0,1,0,0,1,1,0,0
>35,Undergraduate,Man,Dev,20,16,200000.0,23,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,NotDev,9,4,9036.0,20,1,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,6,3,42540.0,7,0,1,1,0,1,0,0,0
>35,Undergraduate,Man,Dev,15,10,165000.0,6,0,1,0,0,0,0,1,0
<35,Undergraduate,Man,Dev,5,2,55000.0,10,1,1,1,0,1,0,1,0
<35,Other,Man,Dev,9,9,31160.0,35,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,28,18,205000.0,9,1,1,1,1,0,1,1,1
>35,Undergraduate,Man,Dev,20,17,75156.0,12,0,1,1,1,1,1,1,0
>35,Master,Man,Dev,25,18,160000.0,15,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,16,9,120000.0,16,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,7,5,64315.0,11,1,1,1,1,1,0,1,0
<35,Master,Man,Dev,4,2,100000.0,3,0,1,0,0,0,0,0,0
>35,Other,Man,NotDev,17,17,150000.0,4,0,1,1,1,0,1,0,0
>35,Undergraduate,Man,Dev,14,8,92000.0,5,0,1,0,1,1,0,0,0
>35,Other,Man,Dev,11,9,120000.0,12,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,13,10,34126.0,4,0,1,0,1,0,0,0,1
<35,Other,Man,NotDev,9,7,53322.0,20,1,1,1,1,1,1,1,1
<35,NoHigherEd,Man,Dev,10,5,53322.0,21,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,30,25,153564.0,8,1,1,0,0,1,0,1,1
>35,Master,Woman,Dev,25,24,150000.0,10,0,1,1,0,1,1,0,0
<35,Other,Man,NotDev,11,3,7300.0,6,0,1,0,0,0,1,1,0
>35,Master,Man,Dev,35,30,140000.0,8,0,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,8,6,155000.0,17,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,14,11,90647.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,3,97000.0,10,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,5,130000.0,8,1,1,1,1,0,0,1,0
>35,NoHigherEd,Man,Dev,10,5,130000.0,17,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,17,6,49272.0,8,1,1,1,0,1,1,0,0
<35,Undergraduate,Man,Dev,8,2,67186.0,8,0,1,1,1,0,1,1,0
<35,Undergraduate,Woman,Dev,9,7,129250.0,10,0,1,0,0,1,1,1,0
>35,Master,Man,Dev,10,5,39672.0,16,1,1,1,1,1,0,1,1
<35,Master,Man,Dev,6,3,45857.0,18,1,1,1,0,1,1,1,0
<35,Other,Man,Dev,5,4,40000.0,16,1,1,1,0,1,1,1,0
>35,Master,Man,Dev,14,10,151000.0,16,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,20,12,60948.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,1,12792.0,19,0,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,13,0,47990.0,4,0,1,1,0,1,0,0,0
<35,Undergraduate,Man,Dev,13,9,170630.0,22,1,1,1,1,1,1,1,0
>35,Other,Man,NotDev,37,20,19196.0,13,1,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,20,16,126000.0,12,1,1,1,1,1,1,1,1
>35,Other,Man,Dev,22,20,38388.0,9,0,1,0,0,1,1,1,1
>35,Undergraduate,Man,Dev,16,10,114076.0,13,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,18,13,3252.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,3,58739.0,17,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,12,4,39050.0,19,0,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,27,13,71837.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,NotDev,9,0,13656.0,17,1,1,0,1,1,1,1,1
<35,Other,Man,Dev,4,3,7536.0,9,0,1,0,1,1,1,0,0
>35,Undergraduate,Man,Dev,23,20,212000.0,5,0,1,1,0,1,0,1,0
<35,Undergraduate,Man,Dev,14,12,34896.0,15,0,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,23,20,165000.0,13,0,1,1,0,1,1,0,1
>35,Other,Man,NotDev,22,21,87448.0,21,0,1,1,1,1,1,1,0
>35,Other,NonBinary,Dev,10,6,34140.0,4,0,1,0,1,1,0,0,0
<35,Other,NonBinary,Dev,9,5,38820.0,37,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,9,3,130000.0,33,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,25,20,89797.0,15,0,1,0,0,1,1,1,0
<35,Undergraduate,Man,Dev,6,2,86000.0,19,1,1,1,1,1,1,1,0
